EmployeeNumber,Age,Gender,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
10500,33,Male,No,Travel_Rarely,1216,8,4,Marketing,1,3,39,3,2,Sales Executive,3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2
10501,32,Female,No,Travel_Rarely,646,9,4,Life Sciences,1,1,92,3,2,Research Scientist,4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5
10502,30,Female,No,Travel_Frequently,160,3,3,Medical,1,3,71,3,1,Research Scientist,3,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
10503,53,Female,No,Travel_Rarely,238,1,1,Medical,1,4,34,3,2,Sales Executive,1,Single,8381,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10
10504,34,Male,No,Travel_Rarely,1397,1,5,Life Sciences,1,2,42,3,1,Research Scientist,4,Married,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
10505,45,Female,Yes,Travel_Frequently,306,26,4,Life Sciences,1,1,100,3,2,Sales Executive,1,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
10506,26,Female,No,Travel_Rarely,991,6,3,Life Sciences,1,3,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2
10507,37,Male,No,Travel_Rarely,482,3,3,Other,1,3,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8
10508,29,Female,No,Travel_Rarely,1176,3,2,Medical,1,2,62,3,2,Sales Executive,3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2
10509,35,Male,No,Travel_Rarely,1017,6,4,Life Sciences,1,2,82,1,2,Research Scientist,4,Single,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8
10510,33,Male,No,Travel_Frequently,1296,6,3,Life Sciences,1,3,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7
10511,54,Male,No,Travel_Rarely,397,19,4,Medical,1,3,88,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1
10512,36,Male,No,Travel_Rarely,913,9,2,Medical,1,2,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2
10513,27,Male,No,Travel_Rarely,1115,3,4,Medical,1,1,54,2,1,Research Scientist,4,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1
10514,20,Male,Yes,Travel_Rarely,1362,10,1,Medical,1,4,32,3,1,Research Scientist,3,Single,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1
10515,33,Male,Yes,Travel_Frequently,1076,3,3,Life Sciences,1,1,70,3,1,Research Scientist,1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7
10516,35,Male,No,Non-Travel,727,3,3,Life Sciences,1,3,41,2,1,Laboratory Technician,3,Married,1281,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0
10517,23,Male,No,Travel_Rarely,885,4,3,Medical,1,1,58,4,1,Research Scientist,1,Married,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2
10518,25,Male,No,Travel_Rarely,810,8,3,Life Sciences,1,4,57,4,2,Sales Executive,2,Married,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
10519,38,Female,No,Travel_Rarely,243,7,4,Marketing,1,4,46,2,2,Sales Executive,4,Single,4028,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5
10520,29,Male,No,Travel_Frequently,806,1,4,Life Sciences,1,2,76,1,1,Research Scientist,4,Divorced,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8
10521,48,Male,No,Travel_Rarely,817,2,1,Marketing,1,2,56,4,2,Sales Executive,2,Married,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2
10522,27,Female,No,Travel_Frequently,1410,3,1,Medical,1,4,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4
10523,37,Male,No,Travel_Rarely,1225,10,2,Life Sciences,1,4,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
10524,50,Male,No,Travel_Rarely,1207,28,1,Medical,1,4,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8
10525,34,Female,No,Travel_Rarely,1442,9,3,Medical,1,4,46,2,3,Healthcare Representative,2,Single,8621,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7
10526,24,Female,Yes,Travel_Rarely,693,3,2,Life Sciences,1,1,65,3,2,Sales Executive,3,Single,4577,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0
10527,39,Female,No,Travel_Rarely,408,2,4,Technical Degree,1,4,80,2,2,Healthcare Representative,3,Single,4553,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10
10528,32,Male,No,Travel_Rarely,929,10,3,Marketing,1,4,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8
10529,50,Male,Yes,Travel_Frequently,562,8,2,Technical Degree,1,2,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3
10530,38,Female,No,Travel_Rarely,827,1,4,Life Sciences,1,2,33,4,2,Healthcare Representative,4,Single,7625,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8
10531,27,Female,No,Travel_Rarely,608,1,2,Life Sciences,1,3,68,3,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7
10532,32,Female,No,Travel_Rarely,1018,3,2,Life Sciences,1,3,39,3,3,Research Director,4,Single,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7
10533,47,Male,No,Travel_Rarely,703,14,4,Marketing,1,4,42,3,2,Sales Executive,1,Single,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7
10534,40,Male,No,Travel_Frequently,580,5,4,Life Sciences,1,4,48,2,3,Sales Executive,1,Married,10475,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12
10535,53,Male,No,Travel_Rarely,970,7,3,Life Sciences,1,3,59,4,4,Research Director,3,Married,14814,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3
10536,41,Male,No,Travel_Rarely,427,10,4,Human Resources,1,2,73,2,5,Manager,4,Divorced,19141,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6
10537,60,Male,No,Travel_Rarely,1179,16,4,Marketing,1,1,84,3,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2
10538,27,Male,No,Travel_Frequently,294,10,2,Life Sciences,1,4,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7
10539,41,Male,No,Travel_Rarely,314,1,3,Human Resources,1,4,59,2,5,Manager,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10
10540,50,Male,No,Travel_Rarely,316,8,4,Marketing,1,4,54,3,1,Sales Representative,2,Married,3875,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2
10541,28,Female,Yes,Travel_Rarely,654,1,2,Life Sciences,1,1,67,1,1,Research Scientist,2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7
10542,36,Female,No,Non-Travel,427,8,3,Life Sciences,1,1,63,4,3,Research Director,1,Married,11713,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5
10543,38,Female,No,Travel_Rarely,168,1,3,Life Sciences,1,3,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0
10544,44,Male,No,Non-Travel,381,24,3,Medical,1,1,49,1,1,Laboratory Technician,3,Single,3708,2104,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4
10545,47,Female,No,Travel_Frequently,217,3,3,Medical,1,4,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13
10546,30,Male,No,Travel_Rarely,501,27,5,Marketing,1,3,99,3,2,Sales Executive,4,Divorced,5304,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7
10547,29,Male,No,Travel_Rarely,1396,10,3,Life Sciences,1,3,99,3,1,Sales Representative,3,Single,2642,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0
10548,42,Male,Yes,Travel_Frequently,933,19,3,Medical,1,3,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2
10549,43,Male,No,Travel_Frequently,775,15,3,Life Sciences,1,4,47,2,2,Sales Executive,4,Married,6804,23683,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2
10550,34,Female,No,Travel_Rarely,970,8,2,Medical,1,2,96,3,2,Healthcare Representative,3,Single,6142,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3
10551,23,Male,No,Travel_Rarely,650,9,1,Medical,1,2,37,3,1,Laboratory Technician,1,Married,2500,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
10552,39,Female,No,Travel_Rarely,141,3,3,Human Resources,1,3,44,4,2,Human Resources,2,Married,6389,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6
10553,56,Male,No,Travel_Rarely,832,9,3,Medical,1,3,81,3,4,Healthcare Representative,4,Married,11103,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1
10554,40,Female,No,Travel_Rarely,804,2,1,Medical,1,4,86,2,1,Research Scientist,4,Single,2342,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3
10555,27,Female,No,Travel_Rarely,975,7,3,Medical,1,4,55,2,2,Healthcare Representative,1,Single,6811,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7
10556,29,Male,No,Travel_Rarely,1090,10,3,Marketing,1,4,83,3,1,Sales Representative,2,Divorced,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2
10557,53,Male,No,Travel_Rarely,346,6,3,Life Sciences,1,4,86,3,2,Laboratory Technician,4,Single,2450,10919,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2
10558,35,Female,No,Non-Travel,1225,2,4,Life Sciences,1,4,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0
10559,32,Male,No,Travel_Frequently,430,24,4,Life Sciences,1,1,80,3,2,Laboratory Technician,4,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7
10560,38,Male,No,Travel_Rarely,268,2,5,Medical,1,4,92,3,1,Research Scientist,3,Married,3057,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1
10561,34,Female,No,Travel_Rarely,167,8,5,Life Sciences,1,2,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0
10562,52,Male,No,Travel_Rarely,621,3,4,Marketing,1,3,31,2,4,Manager,1,Married,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16
10563,33,Male,Yes,Travel_Rarely,527,1,4,Other,1,4,63,3,1,Research Scientist,4,Single,2686,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8
10564,25,Female,No,Travel_Rarely,883,26,1,Medical,1,3,32,3,2,Sales Executive,4,Single,6180,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4
10565,45,Male,No,Travel_Rarely,954,2,2,Technical Degree,1,2,46,1,2,Sales Representative,3,Single,6632,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1
10566,23,Male,No,Travel_Rarely,310,10,1,Medical,1,1,79,4,1,Research Scientist,3,Single,3505,19630,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2
10567,47,Female,Yes,Travel_Frequently,719,27,2,Life Sciences,1,2,77,4,2,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3
10568,34,Male,No,Travel_Rarely,304,2,3,Other,1,4,60,3,2,Sales Executive,4,Single,6274,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4
10569,55,Male,Yes,Travel_Rarely,725,2,3,Medical,1,4,78,3,5,Manager,1,Married,19859,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4
10570,36,Male,No,Non-Travel,1434,8,4,Life Sciences,1,1,76,2,3,Sales Executive,1,Single,7587,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9
10571,52,Male,No,Non-Travel,715,19,4,Medical,1,4,41,3,1,Research Scientist,4,Married,4258,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2
10572,26,Female,No,Travel_Frequently,575,1,2,Life Sciences,1,1,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0
10573,29,Female,No,Travel_Rarely,657,27,3,Medical,1,2,66,3,2,Healthcare Representative,3,Married,4335,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1
10574,26,Male,Yes,Travel_Rarely,1146,8,3,Technical Degree,1,4,38,2,2,Sales Executive,1,Single,5326,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2
10575,34,Female,No,Travel_Rarely,182,1,4,Life Sciences,1,2,72,4,1,Research Scientist,4,Single,3280,13551,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3
10576,54,Female,No,Travel_Rarely,376,19,4,Medical,1,4,95,3,2,Manufacturing Director,1,Divorced,5485,22670,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4
10577,27,Male,No,Travel_Frequently,829,8,1,Marketing,1,3,84,3,2,Sales Executive,4,Married,4342,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1
10578,37,Female,No,Travel_Rarely,571,10,1,Life Sciences,1,4,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3
10579,38,Female,No,Travel_Frequently,240,2,4,Life Sciences,1,1,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12
10580,34,Female,No,Travel_Rarely,121,2,4,Medical,1,3,86,2,1,Research Scientist,1,Single,4381,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3
10581,35,Female,No,Travel_Rarely,384,8,4,Life Sciences,1,1,72,3,1,Sales Representative,4,Married,2572,20317,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2
10582,30,Male,No,Travel_Rarely,921,1,3,Life Sciences,1,4,38,1,1,Laboratory Technician,3,Married,3833,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2
10583,40,Female,No,Travel_Frequently,791,2,2,Medical,1,3,38,4,2,Healthcare Representative,2,Married,4244,9931,1,Y,No,24,4,4,80,1,8,2,3,8,7,3,7
10584,34,Female,No,Travel_Rarely,1111,8,2,Life Sciences,1,3,93,3,2,Sales Executive,1,Married,6500,13305,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2
10585,42,Male,No,Travel_Frequently,570,8,3,Life Sciences,1,2,66,3,5,Manager,4,Divorced,18430,16225,1,Y,No,13,3,2,80,1,24,4,2,24,7,14,9
10586,23,Male,Yes,Travel_Rarely,1243,6,3,Life Sciences,1,3,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Y,Yes,21,4,3,80,2,1,2,3,0,0,0,0
10587,24,Male,No,Non-Travel,1092,9,3,Life Sciences,1,3,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0
10588,52,Female,No,Travel_Rarely,1325,11,4,Life Sciences,1,4,82,3,2,Laboratory Technician,3,Married,3149,21821,8,Y,No,20,4,2,80,1,9,3,3,5,2,1,4
10589,50,Male,No,Travel_Rarely,691,2,3,Medical,1,3,64,3,4,Research Director,3,Married,17639,6881,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,3
10590,29,Female,Yes,Travel_Rarely,805,1,2,Life Sciences,1,2,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0
10591,33,Male,No,Travel_Rarely,213,7,3,Medical,1,3,49,3,3,Research Director,3,Married,11691,25995,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7
10592,33,Female,Yes,Travel_Rarely,118,16,3,Marketing,1,1,69,3,2,Sales Executive,1,Single,5324,26507,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2
10593,47,Female,No,Travel_Rarely,202,2,2,Other,1,3,33,3,4,Manager,4,Married,16752,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0
10594,36,Female,No,Travel_Rarely,676,1,3,Other,1,3,35,3,2,Manufacturing Director,2,Married,5228,23361,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5
10595,29,Male,No,Travel_Rarely,1252,23,2,Life Sciences,1,3,81,4,1,Research Scientist,3,Married,2700,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7
10596,58,Male,Yes,Travel_Rarely,286,2,4,Life Sciences,1,4,31,3,5,Research Director,2,Single,19246,25761,7,Y,Yes,12,3,4,80,0,40,2,3,31,15,13,8
10597,35,Female,No,Travel_Rarely,1258,1,4,Life Sciences,1,4,40,4,1,Research Scientist,3,Single,2506,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2
10598,42,Female,No,Travel_Rarely,932,1,2,Life Sciences,1,4,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2
10599,28,Male,Yes,Travel_Rarely,890,2,4,Medical,1,3,46,3,1,Research Scientist,3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1
10600,36,Male,No,Travel_Rarely,1041,13,3,Human Resources,1,3,36,3,1,Human Resources,2,Married,2143,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4
10601,32,Female,No,Travel_Rarely,859,4,3,Life Sciences,1,3,98,2,2,Manufacturing Director,3,Married,6162,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8
10602,40,Male,No,Travel_Frequently,720,16,4,Medical,1,1,51,2,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0
10603,30,Female,No,Travel_Rarely,946,2,3,Medical,1,3,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0
10604,45,Female,No,Travel_Rarely,252,2,3,Life Sciences,1,2,95,2,1,Research Scientist,3,Single,2274,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
10605,42,Male,No,Travel_Rarely,933,29,3,Life Sciences,1,2,98,3,2,Manufacturing Director,2,Married,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8
10606,38,Male,No,Travel_Frequently,471,12,3,Life Sciences,1,1,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2
10607,34,Female,No,Travel_Frequently,702,16,4,Life Sciences,1,3,100,2,1,Research Scientist,4,Single,2553,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3
10608,49,Female,Yes,Travel_Rarely,1184,11,3,Marketing,1,3,43,3,3,Sales Executive,4,Married,7654,5860,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7
10609,55,Male,Yes,Travel_Rarely,436,2,1,Medical,1,3,37,3,2,Sales Executive,4,Single,5160,21519,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3
10610,43,Male,No,Travel_Rarely,589,14,2,Life Sciences,1,2,94,3,4,Research Director,1,Married,17159,5200,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0
10611,27,Male,No,Travel_Rarely,269,5,1,Technical Degree,1,3,42,2,3,Research Director,4,Divorced,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8
10612,35,Male,No,Travel_Rarely,950,7,3,Other,1,3,59,3,3,Manufacturing Director,3,Single,10221,18869,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6
10613,28,Female,No,Travel_Rarely,760,2,4,Marketing,1,2,81,3,2,Sales Executive,2,Married,4779,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5
10614,34,Male,No,Travel_Rarely,829,3,2,Human Resources,1,3,88,3,1,Human Resources,4,Married,3737,2243,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2
10615,26,Female,Yes,Travel_Frequently,887,5,2,Medical,1,3,88,2,1,Research Scientist,3,Married,2366,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7
10616,27,Male,No,Non-Travel,443,3,3,Medical,1,4,50,3,1,Research Scientist,4,Married,1706,16571,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0
10617,51,Female,No,Travel_Rarely,1318,26,4,Marketing,1,1,66,3,4,Manager,3,Married,16307,5594,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17
10618,44,Male,No,Travel_Rarely,625,4,3,Medical,1,4,50,3,2,Healthcare Representative,2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3
10619,25,Male,No,Travel_Rarely,180,2,1,Medical,1,1,65,4,1,Research Scientist,1,Single,3424,21632,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1
10620,33,Male,No,Travel_Rarely,586,1,3,Medical,1,1,48,4,2,Sales Executive,1,Divorced,4037,21816,1,Y,No,22,4,1,80,1,9,5,3,9,8,0,8
10621,35,Female,No,Travel_Rarely,1343,27,1,Medical,1,3,53,2,1,Research Scientist,1,Single,2559,17852,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1
10622,36,Male,No,Travel_Rarely,928,1,2,Life Sciences,1,2,56,3,2,Sales Executive,4,Married,6201,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11
10623,32,Male,No,Travel_Rarely,117,13,4,Life Sciences,1,2,73,3,2,Sales Executive,4,Divorced,4403,9250,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3
10624,30,Male,No,Travel_Frequently,1012,5,4,Life Sciences,1,2,75,2,1,Research Scientist,4,Divorced,3761,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3
10625,53,Female,No,Travel_Rarely,661,7,2,Marketing,1,1,78,2,3,Sales Executive,4,Married,10934,20715,7,Y,Yes,18,3,4,80,1,35,3,3,5,2,0,4
10626,45,Male,No,Travel_Rarely,930,9,3,Marketing,1,4,74,3,3,Sales Executive,1,Divorced,10761,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2
10627,32,Female,No,Travel_Rarely,638,8,2,Medical,1,3,91,4,2,Research Scientist,3,Married,5175,22162,5,Y,No,12,3,3,80,1,9,3,2,5,3,1,3
10628,52,Female,No,Travel_Frequently,890,25,4,Medical,1,3,81,2,4,Manufacturing Director,4,Married,13826,19028,3,Y,No,22,4,3,80,0,31,3,3,9,8,0,0
10629,37,Male,No,Travel_Rarely,342,16,4,Marketing,1,4,66,2,2,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0
10630,28,Male,No,Travel_Rarely,1169,8,2,Medical,1,2,63,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4
10631,22,Male,No,Travel_Rarely,1230,1,2,Life Sciences,1,4,33,2,2,Manufacturing Director,4,Married,4775,19146,6,Y,No,22,4,1,80,2,4,2,1,2,2,2,2
10632,44,Male,No,Travel_Rarely,986,8,4,Life Sciences,1,1,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2
10633,42,Male,No,Travel_Frequently,1271,2,1,Medical,1,2,35,3,1,Research Scientist,4,Single,2515,9068,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2
10634,36,Male,No,Travel_Rarely,1278,8,3,Life Sciences,1,1,77,2,1,Human Resources,1,Married,2342,8635,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3
10635,25,Male,No,Travel_Rarely,141,3,1,Other,1,3,98,3,2,Sales Executive,1,Married,4194,14363,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3
10636,35,Female,No,Travel_Rarely,607,9,3,Life Sciences,1,4,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15
10637,35,Female,Yes,Travel_Frequently,130,25,4,Life Sciences,1,4,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8
10638,32,Male,No,Non-Travel,300,1,3,Life Sciences,1,4,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2
10639,25,Male,No,Travel_Rarely,583,4,1,Marketing,1,3,87,2,2,Sales Executive,1,Married,4256,18154,1,Y,No,12,3,1,80,0,5,1,4,5,2,0,3
10640,49,Female,No,Travel_Rarely,1418,1,3,Technical Degree,1,3,36,3,1,Research Scientist,1,Married,3580,10554,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2
10641,24,Male,No,Non-Travel,1269,4,1,Life Sciences,1,1,46,2,1,Laboratory Technician,4,Married,3162,10778,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4
10642,32,Male,No,Travel_Frequently,379,5,2,Life Sciences,1,2,48,3,2,Sales Executive,2,Married,6524,8891,1,Y,No,14,3,4,80,1,10,3,3,10,8,5,3
10643,38,Male,No,Travel_Rarely,395,9,3,Marketing,1,2,98,2,1,Sales Representative,2,Married,2899,12102,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2
10644,42,Female,No,Travel_Rarely,1265,3,3,Life Sciences,1,3,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Y,Yes,13,3,2,80,1,17,1,2,5,3,1,3
10645,31,Male,No,Travel_Rarely,1222,11,4,Life Sciences,1,4,48,3,1,Research Scientist,4,Married,2356,14871,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2
10646,29,Female,Yes,Travel_Rarely,341,1,3,Medical,1,2,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2
10647,53,Male,No,Travel_Rarely,868,8,3,Marketing,1,1,73,3,4,Sales Executive,4,Married,11836,22789,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2
10648,35,Male,No,Travel_Rarely,672,25,3,Technical Degree,1,4,78,2,3,Manufacturing Director,2,Married,10903,9129,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8
10649,37,Female,No,Travel_Frequently,1231,21,2,Medical,1,3,54,3,1,Sales Representative,4,Married,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0
